;ARTICLE_TITLE
2449;Towards a workload for evolutionary analytics
2450;MBrace: Cloud computing with monads
2451;Knowledge cubes - A proposal for scalable and semantically-guided management of Big Data
2452;Out of the box: The perils of professionalism in the digital age
2453;MR-ELM: a MapReduce-based framework for large-scale ELM training in big data era
2454;Examining personal information privacy-protective responses (IPPR) with the use of smart devices
2455;From databases to big data
2456;A distributed context-aware complex event processing method for Internet of things
2457;Store, schedule and switch - A new data delivery model in the big data era
2458;Highly scalable sequential pattern mining based on MapReduce model on the cloud
2459;Big data exploration through visual analytics
2460;Personal healthcare system using cloud computing
2461;A concept drifting based clustering framework for data streams
2462;PanDA: Next generation workload management and analysis system for big data
2463;A novel business intelligence technique to improve high performance within an organization applying insights from hydrogeological case
2464;Big data analytics: Perspective shifting from transactions to ecosystems
2465;The implications of diverse applications and scalable data sets in benchmarking big data systems
2466;Leveraging the cloud for big data biometrics: Meeting the performance requirements of the next generation biometric systems
2467;A sketch of big data technologies
2468;Challenges and opportunities on the large scale study of city dynamics using participatory sensing
2469;Gas emergence big data and neural network filter
2470;Big data processing in cloud computing environments
2471;Reconstructing biological gene regulatory networks: Where optimization meets big data
2472;"The ""Big data"" ecosystem at LinkedIn"
2473;Milieu: Lightweight and configurable big data provenance for science
2474;Sensemaking and robust decision engineering: Synchrophasors and their application for a secure smart grid
2475;Bias correction in a small sample from big data
2476;An ensemble topic model for sharing healthcare data and predicting disease risk
2477;One-size-fits-all OLAP technique for big data analysis
2478;Fusing traffic sensor data for real-time road conditions
2479;The financial industry business ontology: Best practice for big data
2480;Recent advances and trends in predictive manufacturing systems in big data environment
2481;Improving data processing time with access sequence prediction
2482;Research on big data management for high-speed railway equipment
2483;A MapReduce telecommunication data center analysis model
2484;A multi-agent personalized query refinement approach for academic paper retrieval in big data environment
2485;The economic value of health care data
2486;The Person-Event Data Environment: Leveraging big data for studies of psychological strengths in soldiers
2487;Conceptual framework to enable early warning of relevant phenomena 'Emerging phenomena and big data'
2488;Real-time processing for high speed data stream over large scale data
2489;Feed following: The big data challenge in social applications
2490;Analysis of big data technologies and method - Query large web public RDF datasets on amazon cloud using hadoop and open source parsers
2491;Knowledge as a service framework for disaster data management
2492;Context-based event ontology extension in multimedia applications
2493;Asian Information HUB project: NICT's R&D vsion and strategies for universal communication technology in the Big Data Era
2494;Summarize the security issues of internet of things and prospect of future trends
2495;Big data interpolation an efficient sampling alternative for sensor data aggregation (Extended Abstract)
2496;Distributed storage system big data mining based on HPC Application- A solar photovoltaic forecasting system practice
