;ARTICLE_TITLE;PUBYEAR;scopus
5396;Zipf?s law for all the natural cities around the world;2015;True
5397;Bringing Biocuration to China;2014;True
5398;Entorhinal Cortex Thickness across the Human Lifespan;2016;True
5399;Optimally weighted cluster kriging for big data regression;2015;True
5400;A framework for learning about big data with mobile technologies for democratic participation: Possibilities, limitations, and unanticipated obstacles;2013;True
5401;Growth share;2013;True
5402;Biobehavioral examination of fatigue across populations: Report from a P30 center of excellence;2014;True
5403;Social set visualizer: A set theoretical approach to big social data analytics of real-world events;2015;True
5404;Distributed file management system based on SSH2 and HDFS;2013;True
5405;Real-time collaborative planning with big data: Technical challenges and in-place computing;2013;True
5406;DFRS: A large-scale distributed fingerprint recognition system based on redis;2016;True
5407;The Pediatrix BabySteps? Data Warehouse ? A Unique National Resource for Improving Outcomes for Neonates;2015;True
5408;A Smart Adaptable Architecture Based on Contexts for Cyber Physical Systems;2015;True
5409;Conceptual analysis of big data using ontologies and EER;2015;True
5410;Graph databases: A survey;2015;True
5411;Really, Really Big Data: NASA at the Forefront of Analytics;2016;True
5412;Big Data under the Microscope and Brains in Social Context: Integrating Methods from Computational Social Science and Neuroscience;2015;True
5413;Transportation engineering in the big data era;2013;True
5414;Out-of-core GPU memory management for MapReduce-based large-scale graph processing;2014;True
5415;A system architecture for manufacturing process analysis based on big data and process mining techniques;2015;True
5416;High performance big data clustering;2013;True
5417;Parallelization with multiplicative algorithms for big data mining;2012;True
5418;Multi-attributed tagged big data exploitation for hidden concepts discovery;2014;True
5419;A formal representation for structured data;2016;True
5420;Content-based analytics of diffusion on social big data: A case study on korean telecommunication companies;2015;True
5421;Traffic accidents analyzer using big data;2016;True
5422;MasterScope: Features and experimental applications of system invariant analysis technology;2012;True
5423;E-health demystified: An E-government showcase;2014;True
5424;Geographical information system parallelization for spatial big data processing: a review;2016;True
5425;Meta-analysis in clinical trials revisited;2015;True
5426;The RoadRunner framework for efficient and scalable processing of big data;2015;True
5427;Opportunity and challenge of big data in improving chronic non-communicable diseases: By health system engineering approaches;2014;True
5428;CoolMind: Collaborative, ontology-based intelligent knowledge engineering for e-society;2015;True
5429;Big data platform of a system recommendation in cloud environment;2015;True
5430;A monitor system for big data analytics;2015;True
5431;Movie sentiment analysis based on public tweets;2014;True
5432;The associative directed mining of big data for creative decision support;2013;True
5433;High-performance spatial query processing on big taxi trip data using GPGPUs;2014;True
5434;Big data driven decision making and multi-prior models collaboration for media restoration;2014;True
5435;Learning analytics for english language teaching;2015;True
5436;Effects of big data analytics and traditional marketing analytics on new product success: A knowledge fusion perspective;2016;True
5437;Addressing Big Data challenges for Scientific Data Infrastructure;2012;True
5438;MapReduce design patterns for social networking analysis;2014;True
5439;Cloud-based Wireless Network: Virtualized, Reconfigurable, Smart Wireless Network to Enable 5G Technologies;2015;True
5440;Big Data Collection and Analysis Framework Research for Public Digital Culture Sharing Service;2015;True
5441;The ARES Project: Network architecture for delivering and processing genomics data;2014;True
5442;An agent-based model to evaluate carpooling at large manufacturing plants;2012;True
5443;Secure sensitive data sharing on a big data platform;2015;True
5444;M2M remote telemetry and cloud IoT big data processing in viticulture;2015;True
5445;Application of sim-hash algorithm and big data analysis in spam email detection system;2014;True
5446;Debating Big Data;2015;True
5447;An integrated system for land resources supervision based on the IoT and cloud computing;2015;True
5448;Opportunities in big data management and processing;2014;True
5449;A Measurement study of data-intensive network traffic patterns in a private cloud;2013;True
5450;A study on specialist or special disease clinics based on big data;2014;True
5451;Spatial variation of the urban taxi ridership using GPS data;2015;True
5452;Design and implementation of an extended corporate crm database system with big data analytical functionalities;2015;True
5453;Combining top-down and bottom-up: Scalable sub-tree anonymization over big data using mapreduce on cloud;2013;True
5454;Research on development strategy for smart grid big data;2015;True
5455;Inferring presence status on smartphones: The big data perspective;2013;True
5456;Monitoring Data Streams at Process Level in Scientific Big Data Batch Clusters;2015;True
5457;Performance analysis of MapReduce-based distributed systems for iterative data processing applications;2014;True
5458;Integrating GIS databases and ICT applications for the design of energy circulation systems;2014;True
5459;Improvement of collaborative filtering systems through resource description framework;2015;True
5460;PanDA: Next generation workload management and analysis system for big data;2012;True
5461;Rapid model-driven annotation and evaluation for object detection in videos;2015;True
5462;SFPM: A Secure and Fine-Grained Privacy-Preserving Matching Protocol for Mobile Social Networking;2016;True
5463;Predictive analytics with aviation big data;2013;True
